orderid,paymentMethod,rating,location,fee,orderTime,departTime1,arriveTime,departTime2,deliveryTime,riderUsername,customerUsername,rname
137,Cash,5,Kallang,327.0,2020-01-18 20:54:26,2020-01-18 20:55:08,2020-01-18 20:56:04,2020-01-18 20:59:53,2020-01-18 21:3:52,vvv,customer250,Sonic Drive-In
138,Visa,2,Dover,81.6,2020-01-18 20:02:31,2020-01-18 20:7:34,2020-01-18 20:12:36,2020-01-18 20:13:04,2020-01-18 20:15:47,yyy,customer162,Wetzel's Pretzels
139,Mastercard,5,Shenton Way,231.0,2020-01-18 20:01:39,2020-01-18 20:3:29,2020-01-18 20:8:14,2020-01-18 20:12:20,2020-01-18 20:14:24,hh,customer182,Sonic Drive-in
140,Visa,5,Caldecott,149.4,2020-01-18 21:41:07,2020-01-18 21:46:00,2020-01-18 21:47:33,2020-01-18 21:52:56,2020-01-18 21:54:47,uuu,customer101,Starbucks
141,Mastercard,5,PTC,307.2,2020-01-18 21:34:09,2020-01-18 21:37:25,2020-01-18 21:41:37,2020-01-18 21:46:00,2020-01-18 21:48:24,l,customer277,Blakes Lotaburger
142,Mastercard,3,Bangkit,142.2,2020-01-18 21:22:15,2020-01-18 21:26:40,2020-01-18 21:30:45,2020-01-18 21:33:40,2020-01-18 21:34:38,ii,customer32,Arby's Antigo
143,Visa,3,Prince Edward Road,60.0,2020-01-18 21:27:16,2020-01-18 21:32:12,2020-01-18 21:36:19,2020-01-18 21:40:23,2020-01-18 21:42:45,zzz,customer44,Eagan's Drive-In
144,Mastercard,4,Marina South,171.6,2020-01-18 21:18:18,2020-01-18 21:23:29,2020-01-18 21:28:50,2020-01-18 21:33:25,2020-01-18 21:34:08,aaaa,customer103,Jolly's Drive-In
145,Cash,5,Samudera,160.8,2020-01-18 21:04:45,2020-01-18 21:8:30,2020-01-18 21:10:27,2020-01-18 21:13:09,2020-01-18 21:18:26,xxx,customer246,Regal Cinemas Tikahtnu  16 IMAX & RPX
146,Mastercard,1,Woodlands North,383.4,2020-01-18 21:04:58,2020-01-18 21:8:08,2020-01-18 21:12:52,2020-01-18 21:13:14,2020-01-18 21:17:29,hh,customer217,Raising Cane's Chicken Fingers
147,Visa,1,Queenstown,81.6,2020-01-19 16:41:07,2020-01-19 16:45:05,2020-01-19 16:50:23,2020-01-19 16:53:39,2020-01-19 16:55:00,aaaa,customer257,In-N-Out Burger
148,Visa,1,Toh Guan,110.4,2020-01-19 16:37:13,2020-01-19 16:42:17,2020-01-19 16:47:42,2020-01-19 16:50:59,2020-01-19 16:51:56,hh,customer244,Rafael's
149,Cash,1,Nanyang Crescent,85.2,2020-01-19 16:31:17,2020-01-19 16:34:03,2020-01-19 16:35:03,2020-01-19 16:39:33,2020-01-19 16:42:49,www,customer271,Pei Wei
150,Cash,1,Bishan,159.6,2020-01-19 16:49:20,2020-01-19 16:50:10,2020-01-19 16:53:33,2020-01-19 16:55:37,2020-01-19 16:59:49,hh,customer85,McDonald’s
151,Mastercard,2,Tanjong Katong,124.2,2020-01-19 16:13:20,2020-01-19 16:16:37,2020-01-19 16:20:44,2020-01-19 16:25:24,2020-01-19 16:27:11,ii,customer84,Chipotle Mexican Grill
152,Visa,4,Cove,79.2,2020-01-19 16:20:25,2020-01-19 16:22:29,2020-01-19 16:24:30,2020-01-19 16:29:19,2020-01-19 16:32:20,yyy,customer64,Jimmy John's Gourmet Sandwiches
153,Cash,4,Tuas Crescent,340.8,2020-01-19 16:13:53,2020-01-19 16:17:47,2020-01-19 16:19:14,2020-01-19 16:24:30,2020-01-19 16:27:17,m,customer233,Burger Time
155,Cash,3,Woodlands,150.6,2020-01-19 17:42:07,2020-01-19 17:45:12,2020-01-19 17:49:29,2020-01-19 17:53:52,2020-01-19 17:57:41,ii,customer125,The Honeybaked Ham Company
156,Cash,5,Bukit Panjang,136.2,2020-01-19 17:12:07,2020-01-19 17:15:16,2020-01-19 17:16:14,2020-01-19 17:18:12,2020-01-19 17:19:34,hh,customer27,Cousins Subs of Green Bay - Oneida St. & Ramada Way
157,Mastercard,2,Novena,88.2,2020-01-19 17:46:18,2020-01-19 17:50:31,2020-01-19 17:53:53,2020-01-19 17:57:37,2020-01-19 17:59:42,hh,customer269,B K
158,Visa,1,Bahar Junction,29.4,2020-01-19 17:32:35,2020-01-19 17:36:33,2020-01-19 17:40:56,2020-01-19 17:43:04,2020-01-19 17:44:31,zzz,customer244,Panda Express
159,Mastercard,5,Soo Teck,102.6,2020-01-19 17:17:37,2020-01-19 17:18:24,2020-01-19 17:20:16,2020-01-19 17:24:48,2020-01-19 17:26:10,vvv,customer285,Ama Ristorante
160,Cash,5,Enterprise,185.4,2020-01-19 17:42:52,2020-01-19 17:44:51,2020-01-19 17:48:39,2020-01-19 17:49:33,2020-01-19 17:54:18,ii,customer119,Good Times Burgers & Frozen Custard
161,Cash,5,Jurong Town Hall,106.8,2020-01-19 18:21:31,2020-01-19 18:26:56,2020-01-19 18:27:41,2020-01-19 18:30:43,2020-01-19 18:33:00,vvv,customer298,A&w Restaurant
162,Mastercard,4,Tengah,171.0,2020-01-19 18:54:48,2020-01-19 18:58:53,2020-01-19 19:0:09,2020-01-19 19:3:36,2020-01-19 19:6:17,hh,customer89,Jollibee
163,Mastercard,1,Redhill,226.8,2020-01-19 18:43:48,2020-01-19 18:47:47,2020-01-19 18:52:43,2020-01-19 18:56:42,2020-01-19 18:59:15,ii,customer124,Convergence Zone
164,Visa,2,Pasir Ris,147.0,2020-01-19 18:18:51,2020-01-19 18:23:03,2020-01-19 18:24:56,2020-01-19 18:25:07,2020-01-19 18:28:36,ii,customer164,Long John Silvers / A&W
165,Cash,3,Dakota,245.4,2020-01-19 19:53:18,2020-01-19 19:55:05,2020-01-19 19:57:03,2020-01-19 19:59:48,2020-01-19 20:2:13,ii,customer27,Pizza Hut
166,Cash,2,Bukit Batok,151.8,2020-01-19 19:07:23,2020-01-19 19:9:43,2020-01-19 19:13:50,2020-01-19 19:15:12,2020-01-19 19:16:45,ii,customer218,Famous Dave's
167,Visa,2,Boon Lay,60.0,2020-01-19 19:47:29,2020-01-19 19:51:14,2020-01-19 19:52:48,2020-01-19 19:54:29,2020-01-19 19:59:50,yyy,customer180,Costa Vida Fresh Mexican Grill
168,Cash,5,Queenstown,39.0,2020-01-19 20:56:06,2020-01-19 20:57:04,2020-01-19 21:0:43,2020-01-19 21:2:52,2020-01-19 21:4:21,ii,customer215,Crown Fried Chicken
169,Visa,2,Sixth Avenue,165.0,2020-01-19 20:53:43,2020-01-19 20:55:17,2020-01-19 21:0:23,2020-01-19 21:4:49,2020-01-19 21:9:07,ii,customer152,Au Bon Pain
170,Mastercard,3,Telok Ayer,48.6,2020-01-19 21:30:13,2020-01-19 21:35:04,2020-01-19 21:40:05,2020-01-19 21:44:11,2020-01-19 21:48:05,ii,customer211,Baker's Drive Thru
172,Visa,4,Bendemeer,113.4,2020-01-19 21:11:53,2020-01-19 21:15:07,2020-01-19 21:16:53,2020-01-19 21:20:28,2020-01-19 21:22:10,hh,customer255,Bravo Tacos
173,Cash,5,Boon Lay,241.8,2020-01-20 16:55:20,2020-01-20 16:56:45,2020-01-20 17:0:26,2020-01-20 17:4:18,2020-01-20 17:9:15,xxx,customer154,Mazatlan Mexican Restaurant
174,Cash,2,Tengah Plantation,73.2,2020-01-20 16:07:36,2020-01-20 16:12:41,2020-01-20 16:14:06,2020-01-20 16:19:12,2020-01-20 16:21:51,hh,customer253,A&W All American Food
175,Cash,5,Holland Village,75.6,2020-01-20 17:05:01,2020-01-20 17:8:54,2020-01-20 17:10:35,2020-01-20 17:11:56,2020-01-20 17:15:44,aaaa,customer92,Flip Burger Bar
176,Visa,2,Riviera,139.2,2020-01-20 17:33:06,2020-01-20 17:37:38,2020-01-20 17:39:40,2020-01-20 17:41:44,2020-01-20 17:42:50,bbbb,customer180,Nick's Gyros
177,Mastercard,2,Bakau,402.0,2020-01-20 17:45:10,2020-01-20 17:50:24,2020-01-20 17:55:47,2020-01-20 17:56:53,2020-01-20 17:58:13,hh,customer196,Original Tracks
178,Visa,3,Keppel,64.8,2020-01-20 17:25:17,2020-01-20 17:30:17,2020-01-20 17:31:01,2020-01-20 17:32:14,2020-01-20 17:37:41,ii,customer11,Ama Ristorante
179,Mastercard,3,Cashew,132.6,2020-01-20 17:37:18,2020-01-20 17:39:54,2020-01-20 17:43:46,2020-01-20 17:46:47,2020-01-20 17:48:48,ii,customer56,Samurai Sam's
180,Visa,2,Bright Hill,52.2,2020-01-20 17:36:41,2020-01-20 17:40:10,2020-01-20 17:43:05,2020-01-20 17:48:02,2020-01-20 17:49:56,hh,customer225,P. Terry's
181,Mastercard,4,Serangoon,193.2,2020-01-20 17:31:41,2020-01-20 17:35:15,2020-01-20 17:39:33,2020-01-20 17:44:47,2020-01-20 17:46:49,hh,customer211,Noodles & Company
182,Visa,3,Rumbia,78.0,2020-01-20 17:00:42,2020-01-20 17:2:22,2020-01-20 17:6:02,2020-01-20 17:8:11,2020-01-20 17:13:01,aaaa,customer230,Subway - Bell's Ferry
183,Mastercard,1,Boon Lay,37.2,2020-01-20 17:51:50,2020-01-20 17:54:55,2020-01-20 17:58:37,2020-01-20 18:2:22,2020-01-20 18:4:30,hh,customer54,Frugal's
184,Visa,3,Bras Basah,168.6,2020-01-20 18:25:06,2020-01-20 18:30:34,2020-01-20 18:34:33,2020-01-20 18:35:41,2020-01-20 18:36:28,ii,customer244,Backyard Burgers
185,Visa,5,Marine Terrace,87.0,2020-01-20 18:36:12,2020-01-20 18:39:23,2020-01-20 18:44:36,2020-01-20 18:47:37,2020-01-20 18:48:02,uuu,customer281,Fuku
186,Visa,5,Bangkit,133.2,2020-01-20 18:50:12,2020-01-20 18:52:48,2020-01-20 18:55:06,2020-01-20 18:56:15,2020-01-20 18:58:26,l,customer38,McLaren's Pantry
187,Mastercard,5,Marine Terrace,301.2,2020-01-20 18:31:17,2020-01-20 18:36:07,2020-01-20 18:39:58,2020-01-20 18:44:01,2020-01-20 18:48:15,hh,customer2,Subway - Roland Park
188,Visa,1,Lakeside,58.8,2020-01-20 18:55:20,2020-01-20 19:0:26,2020-01-20 19:2:32,2020-01-20 19:7:31,2020-01-20 19:9:40,l,customer0,Wingstreet
189,Mastercard,1,Changi Airport,181.2,2020-01-20 18:15:50,2020-01-20 18:20:00,2020-01-20 18:21:41,2020-01-20 18:25:51,2020-01-20 18:27:58,hh,customer163,Back Yard Burgers
190,Cash,3,CG,137.4,2020-01-20 19:58:01,2020-01-20 19:59:48,2020-01-20 20:1:04,2020-01-20 20:4:51,2020-01-20 20:6:52,ii,customer236,Tommy's Sub Shop
191,Visa,3,Potong Pasir,101.4,2020-01-20 19:45:06,2020-01-20 19:48:24,2020-01-20 19:49:04,2020-01-20 19:52:36,2020-01-20 19:56:01,yyy,customer164,Cypress Best
192,Cash,5,Choa Chu Kang,174.0,2020-01-20 19:57:09,2020-01-20 20:2:07,2020-01-20 20:7:30,2020-01-20 20:9:56,2020-01-20 20:14:32,ii,customer288,Krystal
193,Cash,3,Bartley,340.8,2020-01-20 19:13:14,2020-01-20 19:14:43,2020-01-20 19:15:39,2020-01-20 19:17:17,2020-01-20 19:19:38,vvv,customer203,Twisters
194,Cash,4,Tengah,141.0,2020-01-20 19:20:15,2020-01-20 19:23:57,2020-01-20 19:24:28,2020-01-20 19:28:05,2020-01-20 19:30:40,uuu,customer150,Back Yard Burgers
195,Visa,5,Bedok,339.6,2020-01-20 19:54:20,2020-01-20 19:58:46,2020-01-20 20:3:06,2020-01-20 20:4:20,2020-01-20 20:9:56,yyy,customer21,Ben & Jerry's
196,Mastercard,3,Tanah Merah,108.6,2020-01-20 19:46:41,2020-01-20 19:51:45,2020-01-20 19:52:47,2020-01-20 19:57:31,2020-01-20 19:59:22,zzz,customer269,Taco John's
197,Cash,5,Bencoolen,168.6,2020-01-20 19:00:47,2020-01-20 19:1:38,2020-01-20 19:2:28,2020-01-20 19:5:19,2020-01-20 19:10:09,ii,customer107,Au Bon Pain
198,Visa,4,Holland Village,286.8,2020-01-20 19:11:50,2020-01-20 19:12:37,2020-01-20 19:17:25,2020-01-20 19:18:53,2020-01-20 19:21:19,hh,customer68,Raising Cane's Chicken Fingers
199,Mastercard,1,Renjong,107.4,2020-01-20 20:41:02,2020-01-20 20:46:49,2020-01-20 20:49:50,2020-01-20 20:53:57,2020-01-20 20:58:55,hh,customer104,Samurai Sam's
200,Visa,5,Esplanade,131.4,2020-01-20 20:24:19,2020-01-20 20:25:25,2020-01-20 20:27:46,2020-01-20 20:32:58,2020-01-20 20:37:34,xxx,customer181,Tubby's Grilled Submarines
201,Visa,4,CCL EXTENSION,157.8,2020-01-20 20:53:22,2020-01-20 20:58:11,2020-01-20 21:3:46,2020-01-20 21:8:51,2020-01-20 21:12:03,hh,customer82,Shepard's Drive-In
202,Visa,3,Bright Hill,172.8,2020-01-20 20:56:25,2020-01-20 21:0:57,2020-01-20 21:1:53,2020-01-20 21:2:46,2020-01-20 21:3:31,ii,customer101,Aw Restaurant
203,Mastercard,2,Jurong Hill,216.6,2020-01-20 20:59:29,2020-01-20 21:2:02,2020-01-20 21:6:58,2020-01-20 21:9:03,2020-01-20 21:14:13,ii,customer202,Hunam Garden
204,Cash,3,Jurong Pier,82.8,2020-01-20 20:58:32,2020-01-20 21:3:42,2020-01-20 21:6:01,2020-01-20 21:9:31,2020-01-20 21:10:44,hh,customer140,Baker's Drive Thru
205,Cash,1,Clementi,3.6,2020-01-20 20:44:34,2020-01-20 20:47:26,2020-01-20 20:50:56,2020-01-20 20:51:18,2020-01-20 20:54:37,ii,customer288,Popeyes Louisiana Kitchen
206,Visa,4,Kent Ridge,81.0,2020-01-20 20:26:38,2020-01-20 20:29:31,2020-01-20 20:31:25,2020-01-20 20:32:55,2020-01-20 20:35:15,hh,customer180,Omelette House
207,Cash,1,Ang Mo Kio,158.4,2020-01-20 20:39:56,2020-01-20 20:41:32,2020-01-20 20:43:21,2020-01-20 20:48:17,2020-01-20 20:51:33,xxx,customer210,Spangles
208,Mastercard,2,Bartley,167.4,2020-01-20 21:43:13,2020-01-20 21:46:42,2020-01-20 21:48:29,2020-01-20 21:50:52,2020-01-20 21:54:06,ii,customer32,Hot Dog Heaven
209,Mastercard,3,Simei,99.6,2020-01-20 21:03:25,2020-01-20 21:4:50,2020-01-20 21:5:12,2020-01-20 21:7:59,2020-01-20 21:8:41,hh,customer169,Moe's Southwest Grill
210,Visa,5,Changi Airport,432.0,2020-01-20 21:20:33,2020-01-20 21:25:55,2020-01-20 21:26:55,2020-01-20 21:28:38,2020-01-20 21:31:56,hh,customer59,Waffle House
211,Mastercard,3,Maxwell,14.4,2020-01-20 21:35:38,2020-01-20 21:36:04,2020-01-20 21:41:37,2020-01-20 21:43:43,2020-01-20 21:48:08,aaaa,customer32,Pollo Tropical
212,Visa,5,Aljunied,231.0,2020-01-20 21:47:50,2020-01-20 21:48:54,2020-01-20 21:49:35,2020-01-20 21:54:26,2020-01-20 21:59:13,ii,customer299,Steak-out
213,Cash,1,Rumbia,196.8,2020-01-21 16:02:20,2020-01-21 16:7:05,2020-01-21 16:10:36,2020-01-21 16:12:28,2020-01-21 16:13:34,hh,customer276,Subway
214,Visa,3,Marymount,59.4,2020-01-21 16:52:36,2020-01-21 16:53:11,2020-01-21 16:54:20,2020-01-21 16:56:35,2020-01-21 16:59:57,ii,customer225,Papa John's Pizza
215,Visa,3,Telok Blangah,109.8,2020-01-21 16:36:42,2020-01-21 16:38:20,2020-01-21 16:41:56,2020-01-21 16:43:03,2020-01-21 16:46:47,zzz,customer160,Elevation Burger
216,Mastercard,1,Chinatown,27.0,2020-01-21 16:29:45,2020-01-21 16:32:23,2020-01-21 16:34:35,2020-01-21 16:35:04,2020-01-21 16:38:54,hh,customer146,Subway Sandwiches and Salads
217,Mastercard,1,Bartley,88.8,2020-01-21 17:05:07,2020-01-21 17:10:03,2020-01-21 17:11:40,2020-01-21 17:15:06,2020-01-21 17:20:56,uuu,customer51,Blake's LotaBurger
218,Mastercard,4,Toa Payoh,142.2,2020-01-21 17:58:10,2020-01-21 18:3:19,2020-01-21 18:8:33,2020-01-21 18:11:18,2020-01-21 18:14:34,ii,customer124,Wu's Fine Chinese Cuisine
219,Visa,1,Marina South Pier,79.2,2020-01-21 17:19:18,2020-01-21 17:23:06,2020-01-21 17:25:23,2020-01-21 17:27:02,2020-01-21 17:30:12,ii,customer257,Pollo Campero
220,Mastercard,2,Tampines,283.8,2020-01-21 17:28:44,2020-01-21 17:30:16,2020-01-21 17:34:23,2020-01-21 17:36:10,2020-01-21 17:37:02,ii,customer231,Round Table Pizza
221,Cash,1,Labrador Park,62.4,2020-01-21 17:58:53,2020-01-21 18:0:45,2020-01-21 18:2:18,2020-01-21 18:6:19,2020-01-21 18:11:58,hh,customer204,D'angelo Grilled Sandwiches
222,Visa,1,Phoenix,28.8,2020-01-21 17:13:55,2020-01-21 17:18:23,2020-01-21 17:23:04,2020-01-21 17:28:43,2020-01-21 17:31:16,hh,customer297,Chuck Wagon
223,Cash,2,Bedok North,141.6,2020-01-21 18:45:00,2020-01-21 18:46:57,2020-01-21 18:50:24,2020-01-21 18:51:16,2020-01-21 18:55:27,ii,customer63,King Grill
225,Cash,5,Jurong Hill,186.6,2020-01-21 18:02:11,2020-01-21 18:4:48,2020-01-21 18:6:58,2020-01-21 18:11:24,2020-01-21 18:12:09,bbbb,customer83,Rich's Mighty Fine Burgers Grub
226,Visa,2,HUME,111.6,2020-01-21 18:02:12,2020-01-21 18:5:42,2020-01-21 18:8:21,2020-01-21 18:13:07,2020-01-21 18:15:26,hh,customer223,Ryan's
227,Cash,3,Stevens,213.6,2020-01-21 18:28:17,2020-01-21 18:30:10,2020-01-21 18:33:58,2020-01-21 18:35:42,2020-01-21 18:38:05,yyy,customer65,Thunder Ridge Ampride
228,Mastercard,1,Peng Kang Hill,109.2,2020-01-21 18:28:24,2020-01-21 18:32:48,2020-01-21 18:34:50,2020-01-21 18:38:38,2020-01-21 18:41:47,vvv,customer73,Maria's Fry Bread & Mexican Food
229,Visa,3,Jurong West,258.0,2020-01-21 18:57:33,2020-01-21 19:2:18,2020-01-21 19:6:39,2020-01-21 19:8:23,2020-01-21 19:9:09,www,customer257,Nick's Burgers
230,Mastercard,1,Woodlands,171.6,2020-01-21 18:17:34,2020-01-21 18:18:59,2020-01-21 18:21:09,2020-01-21 18:25:03,2020-01-21 18:28:14,ii,customer41,Raising Cane's
231,Visa,2,Chinese Garden,69.6,2020-01-21 19:09:04,2020-01-21 19:11:08,2020-01-21 19:13:55,2020-01-21 19:16:17,2020-01-21 19:20:09,www,customer11,Dairy Queen
232,Cash,1,Tengah,154.8,2020-01-21 19:56:05,2020-01-21 19:59:00,2020-01-21 20:0:46,2020-01-21 20:2:12,2020-01-21 20:3:30,ii,customer25,Lee's Famous Recipe Chicken
233,Mastercard,3,Esplanade,200.4,2020-01-21 19:37:25,2020-01-21 19:42:14,2020-01-21 19:46:55,2020-01-21 19:51:33,2020-01-21 19:52:13,aaaa,customer67,Chickenow
234,Mastercard,5,Dhoby Ghaut,24.0,2020-01-21 19:45:32,2020-01-21 19:48:43,2020-01-21 19:51:14,2020-01-21 19:55:24,2020-01-21 20:0:56,ii,customer2,Charkies
235,Cash,3,Clementi,237.0,2020-01-21 19:42:36,2020-01-21 19:46:32,2020-01-21 19:48:39,2020-01-21 19:50:23,2020-01-21 19:52:36,bbbb,customer157,Hegenburgers
236,Cash,3,Damai,150.0,2020-01-21 19:34:38,2020-01-21 19:35:27,2020-01-21 19:37:48,2020-01-21 19:41:56,2020-01-21 19:46:57,www,customer119,Ziti's Italian Express
237,Mastercard,4,Geylang Bahru,190.8,2020-01-21 19:51:56,2020-01-21 19:56:28,2020-01-21 19:59:21,2020-01-21 20:4:24,2020-01-21 20:7:24,ii,customer127,Papagus Gyros
238,Mastercard,2,Tawas,64.8,2020-01-21 20:12:27,2020-01-21 20:16:59,2020-01-21 20:21:03,2020-01-21 20:26:20,2020-01-21 20:29:19,www,customer269,ShopRite
239,Cash,1,Aljunied,219.6,2020-01-21 20:10:32,2020-01-21 20:13:42,2020-01-21 20:17:23,2020-01-21 20:18:37,2020-01-21 20:20:51,ii,customer216,Bush's Chicken
240,Cash,5,HUME,22.8,2020-01-21 20:09:33,2020-01-21 20:10:15,2020-01-21 20:14:31,2020-01-21 20:19:04,2020-01-21 20:22:59,ii,customer122,World Wrapps
241,Mastercard,3,Napier,240.6,2020-01-21 20:50:40,2020-01-21 20:53:45,2020-01-21 20:58:48,2020-01-21 21:0:00,2020-01-21 21:1:50,hh,customer111,Mickey's Gyros & Ribs
242,Visa,1,Jelapang,270.6,2020-01-21 20:33:49,2020-01-21 20:35:42,2020-01-21 20:37:49,2020-01-21 20:40:10,2020-01-21 20:45:22,ii,customer208,Tom's Grill
243,Mastercard,4,Punggol Point,102.6,2020-01-21 21:53:05,2020-01-21 21:57:41,2020-01-21 21:58:03,2020-01-21 22:1:47,2020-01-21 22:6:09,ii,customer32,Chick-Fil-A
244,Mastercard,2,Commonwealth,181.2,2020-01-21 21:49:08,2020-01-21 21:52:51,2020-01-21 21:55:45,2020-01-21 22:0:07,2020-01-21 22:4:38,hh,customer193,Backyard Burgers
245,Cash,3,Tanjong Rhu,134.4,2020-01-21 21:30:15,2020-01-21 21:35:30,2020-01-21 21:37:31,2020-01-21 21:42:20,2020-01-21 21:46:25,xxx,customer290,Boston Chowda Company
246,Cash,4,Dakota,54.6,2020-01-21 21:09:21,2020-01-21 21:13:02,2020-01-21 21:14:00,2020-01-21 21:19:11,2020-01-21 21:24:15,ii,customer240,Bobby's Burger Palace
247,Cash,4,Chinatown,193.2,2020-01-21 21:18:22,2020-01-21 21:22:33,2020-01-21 21:24:07,2020-01-21 21:26:21,2020-01-21 21:30:01,ii,customer247,A&w Restaurant
248,Mastercard,1,Queenstown,434.4,2020-01-21 21:03:44,2020-01-21 21:7:01,2020-01-21 21:10:12,2020-01-21 21:14:20,2020-01-21 21:17:36,xxx,customer174,Mcdonald's - Walmart
249,Cash,1,Marsiling,123.6,2020-01-21 21:17:47,2020-01-21 21:18:39,2020-01-21 21:20:30,2020-01-21 21:22:22,2020-01-21 21:27:58,l,customer143,OMG! Rotisserie
250,Cash,1,WEST LOOP,112.8,2020-01-22 16:10:19,2020-01-22 16:11:42,2020-01-22 16:13:21,2020-01-22 16:15:07,2020-01-22 16:18:40,ii,customer118,Rahway Chicken & Burger Inc
251,Cash,5,Expo,171.0,2020-01-22 16:12:48,2020-01-22 16:13:39,2020-01-22 16:18:47,2020-01-22 16:21:58,2020-01-22 16:24:24,vvv,customer264,Famous Dave's
252,Mastercard,3,Chinatown,66.0,2020-01-22 16:37:52,2020-01-22 16:41:43,2020-01-22 16:45:14,2020-01-22 16:49:59,2020-01-22 16:50:35,hh,customer120,Mickey's Gyros & Ribs
253,Cash,4,Punggol Point,222.0,2020-01-22 16:35:54,2020-01-22 16:39:19,2020-01-22 16:40:02,2020-01-22 16:41:07,2020-01-22 16:42:42,ii,customer205,Long John Silver/ A&W
254,Visa,3,Esplanade,83.4,2020-01-22 17:29:02,2020-01-22 17:34:03,2020-01-22 17:36:24,2020-01-22 17:37:10,2020-01-22 17:39:40,ii,customer68,Chester's Grill
255,Cash,3,Tongkang,70.8,2020-01-22 17:43:15,2020-01-22 17:48:26,2020-01-22 17:53:27,2020-01-22 17:54:21,2020-01-22 17:58:15,xxx,customer129,Chicken House
256,Mastercard,4,Petir,192.0,2020-01-22 17:50:21,2020-01-22 17:55:57,2020-01-22 17:59:26,2020-01-22 18:1:23,2020-01-22 18:2:46,hh,customer121,Pizza Factory
257,Cash,5,Pasir Panjang,68.4,2020-01-22 17:03:57,2020-01-22 17:8:20,2020-01-22 17:12:10,2020-01-22 17:13:55,2020-01-22 17:14:08,yyy,customer261,Arby's Antigo
258,Cash,3,Chinatown,135.6,2020-01-22 18:26:09,2020-01-22 18:27:42,2020-01-22 18:28:33,2020-01-22 18:33:48,2020-01-22 18:34:39,aaaa,customer154,Handy's Lunch
259,Mastercard,5,Samudera,63.0,2020-01-22 18:52:10,2020-01-22 18:56:05,2020-01-22 19:1:08,2020-01-22 19:5:21,2020-01-22 19:8:20,ii,customer235,Jollibee
260,Cash,2,South View,291.6,2020-01-22 18:48:16,2020-01-22 18:53:43,2020-01-22 18:57:56,2020-01-22 19:1:33,2020-01-22 19:6:31,vvv,customer151,Carl's Jr
261,Cash,4,Mount Pleasant,214.2,2020-01-22 18:54:29,2020-01-22 18:58:55,2020-01-22 19:1:53,2020-01-22 19:3:01,2020-01-22 19:5:09,www,customer204,Dawg House Grill
262,Cash,4,South View,117.6,2020-01-22 18:52:39,2020-01-22 18:57:52,2020-01-22 19:1:26,2020-01-22 19:3:59,2020-01-22 19:7:15,hh,customer106,Sonic Drive-In
263,Mastercard,2,Farrer Park,161.4,2020-01-22 18:46:49,2020-01-22 18:51:04,2020-01-22 18:53:04,2020-01-22 18:54:59,2020-01-22 18:57:54,hh,customer167,Music City Subs
264,Visa,2,Queenstown,397.2,2020-01-22 19:40:03,2020-01-22 19:42:05,2020-01-22 19:43:57,2020-01-22 19:45:37,2020-01-22 19:47:32,bbbb,customer98,SUBWAY
265,Mastercard,3,Tengah Park,137.4,2020-01-22 19:25:13,2020-01-22 19:28:00,2020-01-22 19:31:28,2020-01-22 19:35:10,2020-01-22 19:38:50,l,customer102,Dairy Queen Grill & Chill / Orange Julius
266,Mastercard,4,Yio Chu Kang,155.4,2020-01-22 19:39:14,2020-01-22 19:40:44,2020-01-22 19:45:05,2020-01-22 19:48:33,2020-01-22 19:49:38,ii,customer89,Dairy Freeze
267,Visa,1,Dover,33.0,2020-01-22 19:02:14,2020-01-22 19:6:33,2020-01-22 19:9:02,2020-01-22 19:12:47,2020-01-22 19:15:47,m,customer254,Sconecutter
268,Mastercard,3,Nanyang Crescent,260.4,2020-01-22 19:16:29,2020-01-22 19:19:01,2020-01-22 19:23:49,2020-01-22 19:25:13,2020-01-22 19:28:04,hh,customer45,Port Of Subs
269,Visa,4,Pandan Reservoir,188.4,2020-01-22 19:20:34,2020-01-22 19:22:02,2020-01-22 19:27:05,2020-01-22 19:31:36,2020-01-22 19:36:38,ii,customer112,Costa Vida
270,Cash,5,Tongkang,59.4,2020-01-22 19:39:42,2020-01-22 19:44:58,2020-01-22 19:47:00,2020-01-22 19:51:07,2020-01-22 19:55:41,hh,customer206,31st Avenue Gyro
271,Mastercard,2,Little India,163.2,2020-01-22 20:57:02,2020-01-22 21:1:43,2020-01-22 21:2:30,2020-01-22 21:5:51,2020-01-22 21:8:16,hh,customer211,Denton's
272,Mastercard,3,Holland Village,259.8,2020-01-22 20:52:10,2020-01-22 20:56:29,2020-01-22 20:59:38,2020-01-22 21:0:56,2020-01-22 21:3:02,ii,customer45,A&w Restaurant
273,Cash,4,Commonwealth,82.8,2020-01-22 20:34:24,2020-01-22 20:39:00,2020-01-22 20:44:15,2020-01-22 20:48:11,2020-01-22 20:52:46,hh,customer215,Rapid Ray's
274,Visa,4,Shenton Way,74.4,2020-01-22 20:00:27,2020-01-22 20:4:53,2020-01-22 20:5:35,2020-01-22 20:10:52,2020-01-22 20:15:38,ii,customer114,Kfc
275,Mastercard,3,Stadium,99.0,2020-01-22 20:56:39,2020-01-22 20:58:09,2020-01-22 21:2:26,2020-01-22 21:3:02,2020-01-22 21:8:07,uuu,customer158,Carl's Jr / Green Burrito
276,Mastercard,2,Esplanade,134.4,2020-01-22 20:25:43,2020-01-22 20:30:31,2020-01-22 20:32:39,2020-01-22 20:36:29,2020-01-22 20:38:10,ii,customer52,Thrashers French Fries
