quantity,review,fname,orderid
13,Risotto is cheerfully languid,Risotto,83
6,Polenta is afterwards small,Polenta,83
12,Fish stew is instead competitive,Fish stew,83
24,Beef rendang is terribly various,Beef rendang,83
15,Bak chor mee is joyously pushy,Bak chor mee,83
4,Spaghetti Bolognese is necessarily resolute,Spaghetti Bolognese,83
24,Sushi is tightly tight,Sushi,83
9,Gado gado is playfully tangible,Gado gado,83
19,Szechwan chilli chicken is especially shocking,Szechwan chilli chicken,84
3,Spaghetti Bolognese is evenly lame,Spaghetti Bolognese,84
4,Sate is finally mountainous,Sate,84
2,Ramyeon is intently elastic,Ramyeon,85
6,Chocolate chip cookie is coolly vacuous,Chocolate chip cookie,85
2,Hash browns is technically orange,Hash browns,85
26,Sichuan pork is always milky,Sichuan pork,85
2,Chiles en nogada is gladly thinkable,Chiles en nogada,85
4,Mole is joyously changeable,Mole,86
16,Soto is together glamorous,Soto,86
24,Gogigui is kiddingly spiky,Gogigui,86
31,Fried carrot cake is reluctantly spotty,Fried carrot cake,86
4,Cao lau is bravely normal,Cao lau,86
14,Rau muong is commonly federal,Rau muong,86
15,Naan is curiously grubby,Naan,86
15,Bhajji is surprisingly cumbersome,Bhajji,87
21,Nem ran is sympathetically mixed,Nem ran,87
28,Doughnut is upright languid,Doughnut,87
4,Spicy stir fried octopus is really equable,Spicy stir fried octopus,87
6,Ramyeon is vacantly assorted,Ramyeon,88
5,Chicken tikka masala is clearly madly,Chicken tikka masala,88
10,Chiles en nogada is quicker shrill,Chiles en nogada,88
7,Fried carrot cake is courageously melodic,Fried carrot cake,88
6,Tostadas is readily somber,Tostadas,89
2,Bhajji is daily shrill,Bhajji,89
5,Noodles is weakly vast,Noodles,89
12,Bottarga is bravely possessive,Bottarga,89
3,Mole is broadly sturdy,Mole,89
10,Cao lau is directly jumpy,Cao lau,90
3,Rau muong is speedily fuzzy,Rau muong,90
7,Nasi goreng is crossly mushy,Nasi goreng,90
17,Samgyeopsal is defiantly scandalous,Samgyeopsal,90
33,Samgyeopsal is honestly itchy,Samgyeopsal,91
12,Tempura is often swanky,Tempura,91
15,French fries is repeatedly hysterical,French fries,92
21,Enchiladas is rapidly threatening,Enchiladas,92
7,Chicken rice is unbearably eastern,Chicken rice,92
9,Goi cuon is reproachfully auspicious,Goi cuon,92
8,Szechwan chilli chicken is however lucky,Szechwan chilli chicken,92
8,Spaghetti Carbonara is unbearably vivacious,Spaghetti Carbonara,92
18,Hokkien prawn mee is instead broad,Hokkien prawn mee,92
7,Coconut milk curry is gratefully disgusted,Coconut milk curry,92
8,Tandoori chicken is closely berserk,Tandoori chicken,92
18,Apple pie is separately noiseless,Apple pie,93
4,Ayam goreng is unnaturally deranged,Ayam goreng,93
5,Spring rolls is usefully savory,Spring rolls,93
5,Szechwan chilli chicken is cautiously frightened,Szechwan chilli chicken,93
14,Chiles en nogada is yearningly big,Chiles en nogada,93
3,Goi cuon is instantly spiteful,Goi cuon,93
15,Banh xeo is hourly assorted,Banh xeo,93
25,Sate is quarrelsomely annoying,Sate,93
23,Hash browns is soon deranged,Hash browns,93
6,Lasagna is faithfully painful,Lasagna,93
11,Gogigui is playfully somber,Gogigui,93
10,Isaan soup is roughly aquatic,Isaan soup,94
10,Gado gado is fortunately spiffy,Gado gado,94
8,Ramen is frankly odd,Ramen,95
3,Lasagna is lovingly scary,Lasagna,95
4,Bibimbap is badly unsuitable,Bibimbap,95
11,Isaan soup is dutifully absorbing,Isaan soup,95
8,Fish stew is dramatically plant,Fish stew,95
4,Cantonese chicken soup is boldly wide,Cantonese chicken soup,95
24,Cha ca is solidly mountainous,Cha ca,95
10,Murg makhani is gracefully vast,Murg makhani,95
8,Natto is dreamily scary,Natto,95
12,Hash browns is painfully lyrical,Hash browns,95
2,Kaya toast is daintily nauseating,Kaya toast,95
1,Curry fish head is already drunk,Curry fish head,96
3,Stir fried tofu with rice is coyly cheap,Stir fried tofu with rice,96
11,Spaghetti Aglio Olio is eventually synonymous,Spaghetti Aglio Olio,96
2,Wanton mee is merrily cloudy,Wanton mee,96
21,Chicken wings is voluntarily one,Chicken wings,97
5,Fish stew is mechanically waiting,Fish stew,97
4,Sate is terrifically tan,Sate,97
11,Pizza is politely short,Pizza,97
23,Korma is deceivingly skillful,Korma,97
7,Hash browns is sympathetically magical,Hash browns,97
12,French fries is yearly sorry,French fries,97
13,Ribollita is successfully cumbersome,Ribollita,97
15,Bun bo hue is wildly spurious,Bun bo hue,97
2,Rau muong is abnormally cooperative,Rau muong,98
5,Pozole is majestically colorful,Pozole,98
4,Murg makhani is boastfully innate,Murg makhani,98
4,Sichuan pork is early powerful,Sichuan pork,98
3,Fried carrot cake is often disillusioned,Fried carrot cake,98
23,Rawon is knavishly grieving,Rawon,98
10,Ramyeon is mainly glamorous,Ramyeon,99
24,Tamales is blissfully jobless,Tamales,99
13,Spicy stir fried octopus is hourly guiltless,Spicy stir fried octopus,99
12,Coconut milk curry is keenly clean,Coconut milk curry,99
4,Kimchi stew is soon unbecoming,Kimchi stew,99
8,Ayam penyet is kissingly intelligent,Ayam penyet,99
5,Papdi chaat is less robust,Papdi chaat,100
6,Chiles en nogada is wholly staking,Chiles en nogada,100
4,Banh khot is poorly scandalous,Banh khot,100
25,Beef rendang is briskly temporary,Beef rendang,100
20,Yakitori is currently momentous,Yakitori,100
5,Udon is perfectly foreign,Udon,101
10,Rujak cingur is gladly smiling,Rujak cingur,101
4,Guacamole is queerly tense,Guacamole,101
8,Bak chor mee is zestily possessive,Bak chor mee,101
12,Paratha is naturally equable,Paratha,102
16,Chiles en nogada is actually ragged,Chiles en nogada,102
7,Rujak cingur is probably immediate,Rujak cingur,102
28,Rau muong is blindly imperfect,Rau muong,102
19,Green curry chicken is crossly pink,Green curry chicken,102
10,Chocolate chip cookie is courageously near,Chocolate chip cookie,103
14,Oyster omelette is heavily equable,Oyster omelette,103
5,Beef rendang is together clean,Beef rendang,103
16,Udon is eventually hesitant,Udon,103
12,Banh khot is automatically sturdy,Banh khot,103
6,Pozole is quickly logical,Pozole,104
2,Enchiladas is tomorrow mean,Enchiladas,104
10,Spring rolls is vainly ruddy,Spring rolls,104
8,Kaya toast is unnecessarily annoying,Kaya toast,104
8,Ga tan is successfully curious,Ga tan,104
11,Chole is extremely sudden,Chole,105
33,Bottarga is restfully jumpy,Bottarga,105
11,Soto is then kaput,Soto,105
5,Tofu is merrily lame,Tofu,105
2,Cha ca is technically highfalutin,Cha ca,105
7,Gogigui is questionably zany,Gogigui,106
2,Nasi goreng is oddly elated,Nasi goreng,106
6,Boiled vegetable soup is acidly wicked,Boiled vegetable soup,106
4,Ayam goreng is urgently disgusted,Ayam goreng,106
3,Murg makhani is really scandalous,Murg makhani,106
17,Isaan soup is deftly freezing,Isaan soup,106
6,Pozole is gladly functional,Pozole,106
6,Cao lau is victoriously evasive,Cao lau,106
13,Pork bulgogi is bravely somber,Pork bulgogi,106
29,Ossobuco is healthily attractive,Ossobuco,106
8,Chilaquiles is rightfully substantial,Chilaquiles,106
4,Chicken with chestnuts is swiftly smiling,Chicken with chestnuts,106
10,Pho is suddenly imminent,Pho,106
11,Laksa is therefore special,Laksa,106
7,Hot and sour soup is questioningly amused,Hot and sour soup,107
22,Enchiladas is fast quiet,Enchiladas,107
8,Gado gado is patiently disgusted,Gado gado,107
13,Spring rolls is unfortunately rampant,Spring rolls,107
3,Bun bo hue is tremendously bitter,Bun bo hue,108
14,Chocolate chip cookie is highly necessary,Chocolate chip cookie,108
10,Enchiladas is neatly obsequious,Enchiladas,108
4,Nem ran is upwardly sexual,Nem ran,108
9,Hash browns is shrilly adjoining,Hash browns,108
16,Bak chor mee is briskly deep,Bak chor mee,109
14,Cheeseburger is crossly zealous,Cheeseburger,109
18,Goi cuon is fairly basic,Goi cuon,109
8,Kaya toast is openly rustic,Kaya toast,109
9,Szechwan chilli chicken is abnormally wonderful,Szechwan chilli chicken,109
3,Samgyeopsal is weekly null,Samgyeopsal,109
13,Yakitori is continually curved,Yakitori,109
5,Sundubu jjigae is kindly repulsive,Sundubu jjigae,109
8,Bak kut teh is loudly languid,Bak kut teh,109
4,Rau muong is deliberately kaput,Rau muong,109
28,Tostadas is tensely puzzled,Tostadas,109
14,Soba is then merciful,Soba,110
8,Rau muong is longingly tart,Rau muong,110
2,Ga tan is virtually loving,Ga tan,110
13,Natto is owlishly flowery,Natto,110
9,Ribollita is widely scared,Ribollita,110
12,Sundubu jjigae is mysteriously cooperative,Sundubu jjigae,111
5,Murg makhani is jovially classy,Murg makhani,111
11,Bottarga is carelessly hysterical,Bottarga,111
17,Macaroni and Cheese is else tender,Macaroni and Cheese,111
19,Soto is smoothly abashed,Soto,111
10,Hokkien prawn mee is knowledgeably savory,Hokkien prawn mee,111
10,Spaghetti Aglio Olio is roughly drunk,Spaghetti Aglio Olio,111
17,Spaghetti Carbonara is tediously mean,Spaghetti Carbonara,111
14,Nem ran is monthly null,Nem ran,112
8,Tamales is quicker dynamic,Tamales,112
15,Soba is relatively bite-sized,Soba,112
9,Tostadas is reassuringly weak,Tostadas,112
4,Beef soup is broadly kind,Beef soup,112
3,Vegetable fried rice is mockingly delicious,Vegetable fried rice,112
10,Tamales is kookily damaged,Tamales,113
20,Wanton mee is frenetically substantial,Wanton mee,113
6,Isaan soup is sadly kind,Isaan soup,113
5,Enchiladas is directly roasted,Enchiladas,113
21,Tacos al pastor is possibly cheap,Tacos al pastor,113
8,Pizza is accidentally several,Pizza,113
15,Ga tan is enthusiastically substantial,Ga tan,113
15,Beef soup is early ruddy,Beef soup,113
13,Polenta is truthfully spotted,Polenta,113
1,Kimchi stew is properly near,Kimchi stew,114
12,Bak chor mee is evenly quiet,Bak chor mee,114
7,Spaghetti Carbonara is exactly noiseless,Spaghetti Carbonara,114
9,Goi cuon is arrogantly quiet,Goi cuon,114
8,Noodles is helplessly equable,Noodles,114
5,Bak kut teh is badly wandering,Bak kut teh,114
15,Guacamole is briefly like,Guacamole,115
5,Sashimi is evenly super,Sashimi,115
6,Kimchi is triumphantly new,Kimchi,115
12,Apple pie is joyously plausible,Apple pie,115
4,Green curry chicken is weakly jobless,Green curry chicken,115
8,Coconut milk curry is yieldingly substantial,Coconut milk curry,116
4,Laksa is worriedly dramatic,Laksa,116
8,Kimchi is not smiling,Kimchi,116
30,Fried carrot cake is really womanly,Fried carrot cake,116
9,Pork bulgogi is eagerly fresh,Pork bulgogi,116
14,Fried chicken is warmly weak,Fried chicken,116
4,Polenta is really married,Polenta,116
3,Lasagna is unaccountably attractive,Lasagna,117
4,Bibimbap is mysteriously glamorous,Bibimbap,117
16,Spring rolls is crossly annoying,Spring rolls,117
13,Fish stew is wetly lucky,Fish stew,117
6,Cantonese chicken soup is always dizzy,Cantonese chicken soup,117
8,Cha ca is slowly delicate,Cha ca,117
15,Murg makhani is widely attractive,Murg makhani,117
4,Kaya toast is justly shut,Kaya toast,117
18,Vegetable fried rice is loftily obsequious,Vegetable fried rice,118
11,Coconut milk curry is immediately vivacious,Coconut milk curry,118
2,Isaan soup is noisily nauseating,Isaan soup,118
7,Spring rolls is freely resolute,Spring rolls,118
13,Chicken tikka masala is uselessly special,Chicken tikka masala,118
1,Palak paneer is joyously synonymous,Palak paneer,118
22,Sashimi is violently several,Sashimi,118
7,Thai hanglay curry is energetically foolish,Thai hanglay curry,119
7,Bak kut teh is effectively weak,Bak kut teh,119
10,Tostadas is lively substantial,Tostadas,119
13,Oyster omelette is quickly unbecoming,Oyster omelette,119
6,Cantonese chicken soup is awkwardly savory,Cantonese chicken soup,119
2,Rujak cingur is shyly swanky,Rujak cingur,119
14,Risotto is excitedly vacuous,Risotto,119
9,Gado gado is partially drunk,Gado gado,119
20,Pozole is courageously rigid,Pozole,119
4,Isaan soup is selfishly actually,Isaan soup,119
18,Korma is triumphantly selective,Korma,119
9,Guacamole is afterwards bumpy,Guacamole,119
4,Sundubu jjigae is innocently grubby,Sundubu jjigae,120
17,Gado gado is truthfully grubby,Gado gado,120
19,Ramen is frenetically bumpy,Ramen,120
27,Boiled vegetable soup is carelessly guiltless,Boiled vegetable soup,120
15,Kimchi stew is lively obtainable,Kimchi stew,120
2,Hokkien prawn mee is naturally pink,Hokkien prawn mee,121
12,Ga tan is kindly bumpy,Ga tan,121
3,Green curry chicken is only quirky,Green curry chicken,121
21,Naan is selfishly itchy,Naan,121
11,Isaan soup is punctually temporary,Isaan soup,121
7,Sichuan pork is mostly drunk,Sichuan pork,121
20,Ossobuco is jaggedly wandering,Ossobuco,121
4,Bak chor mee is helplessly adjoining,Bak chor mee,121
8,Tom yum goong is kindheartedly dirty,Tom yum goong,121
13,Fried carrot cake is deliberately thirsty,Fried carrot cake,121
7,Rujak cingur is majestically amuck,Rujak cingur,122
11,Rawon is loyally jumpy,Rawon,122
7,Wanton mee is busily elastic,Wanton mee,122
14,Tandoori chicken is dearly synonymous,Tandoori chicken,122
4,Nem ran is adventurously scared,Nem ran,122
3,Thai hanglay curry is vacantly decent,Thai hanglay curry,123
9,Chicken tikka masala is unabashedly bumpy,Chicken tikka masala,123
6,Murg makhani is calmly shaky,Murg makhani,123
1,Polenta is greedily ashamed,Polenta,123
15,Chicken galangal soup is greedily adventurous,Chicken galangal soup,123
1,Boiled vegetable soup is faithfully kind,Boiled vegetable soup,123
22,Pizza is seemingly glamorous,Pizza,123
7,Ayam penyet is helplessly swanky,Ayam penyet,123
18,Ramyeon is freely bitter,Ramyeon,124
4,Hot and sour soup is heavily noiseless,Hot and sour soup,125
21,Enchiladas is brightly fuzzy,Enchiladas,125
8,Gado gado is ever spiteful,Gado gado,125
13,Spring rolls is uselessly quiet,Spring rolls,125
22,Hot and sour soup is judgementally dapper,Hot and sour soup,126
10,Enchiladas is happily swanky,Enchiladas,126
6,Gado gado is highly deranged,Gado gado,126
7,Spring rolls is devotedly lucky,Spring rolls,126
27,Mole is more instinctive,Mole,127
18,Hash browns is quietly foregoing,Hash browns,127
22,Curry fish head is previously realistic,Curry fish head,127
16,Ramyeon is automatically near,Ramyeon,127
11,Chocolate chip cookie is repeatedly sturdy,Chocolate chip cookie,127
6,Enchiladas is properly disillusioned,Enchiladas,127
2,Gogigui is unbearably volatile,Gogigui,128
3,Nasi goreng is technically realistic,Nasi goreng,128
10,Boiled vegetable soup is not rampant,Boiled vegetable soup,128
17,Bak chor mee is instantly itchy,Bak chor mee,128
15,Isaan soup is possibly vacuous,Isaan soup,128
2,Papdi chaat is nicely annoying,Papdi chaat,128
4,Pozole is quaintly educated,Pozole,128
3,Cao lau is fatally disgusted,Cao lau,128
7,Risotto is upward hesitant,Risotto,128
17,Pork bulgogi is widely lucky,Pork bulgogi,128
29,Ossobuco is tenderly actually,Ossobuco,128
6,Chilaquiles is basically painful,Chilaquiles,128
8,Chicken with chestnuts is zestfully painful,Chicken with chestnuts,128
9,Fried chicken is needily serious,Fried chicken,128
2,Laksa is thoroughly grateful,Laksa,128
12,Polenta is merely immediate,Polenta,129
9,Cha ca is yieldingly asleep,Cha ca,129
7,Paratha is intensely curved,Paratha,129
6,Guacamole is repeatedly political,Guacamole,129
10,Enchiladas is previously black,Enchiladas,129
2,Ga tan is hardly big,Ga tan,129
6,Chicken with chestnuts is tediously comprehensive,Chicken with chestnuts,129
16,Spring rolls is furiously squealing,Spring rolls,130
28,Fish stew is thus colorful,Fish stew,130
12,Murg makhani is courageously descriptive,Murg makhani,130
4,Gado gado is limply expensive,Gado gado,130
12,Cantonese chicken soup is jovially spiky,Cantonese chicken soup,130
5,Nem ran is yawningly resolute,Nem ran,130
6,Paratha is woefully dapper,Paratha,130
10,Spaghetti Carbonara is closely fixed,Spaghetti Carbonara,130
26,Sichuan pork is youthfully unarmed,Sichuan pork,130
25,Goi cuon is really null,Goi cuon,131
12,Kaya toast is shakily acidic,Kaya toast,131
11,Bak chor mee is sometimes vacuous,Bak chor mee,131
22,Spring rolls is frightfully imminent,Spring rolls,131
3,Wanton mee is recklessly probable,Wanton mee,132
4,Isaan soup is automatically waiting,Isaan soup,132
2,Kimchi is terrifically synonymous,Kimchi,132
20,Rujak cingur is openly zealous,Rujak cingur,132
4,Laksa is seldom rigid,Laksa,132
4,Boiled vegetable soup is verbally sturdy,Boiled vegetable soup,132
6,Paratha is deeply defeated,Paratha,133
9,Chiles en nogada is devotedly grubby,Chiles en nogada,133
9,Rujak cingur is helpfully calm,Rujak cingur,133
32,Green curry chicken is intensely traditional,Green curry chicken,133
9,Chicken wings is hopefully best,Chicken wings,134
9,Green curry chicken is safely rustic,Green curry chicken,134
27,Enchiladas is properly drunk,Enchiladas,134
6,Ga tan is sleepily scandalous,Ga tan,134
13,Soba is elsewhere powerful,Soba,134
3,Risotto is lively deep,Risotto,134
6,Nasi goreng is wonderfully cloudy,Nasi goreng,134
4,Coconut milk curry is inquisitively wrathful,Coconut milk curry,135
18,Cantonese chicken soup is knavishly quirky,Cantonese chicken soup,135
6,Sour soup is rigidly deep,Sour soup,135
12,Tofu is frenetically childlike,Tofu,135
6,Isaan soup is normally stormy,Isaan soup,135
2,Rujak cingur is smoothly short,Rujak cingur,135
18,Bakso is zestily confident,Bakso,136
4,Enchiladas is fatally colorful,Enchiladas,136
9,Elote is inquisitively spotless,Elote,136
2,Chole is fiercely tart,Chole,136
4,French fries is essentially competitive,French fries,136
9,Chicken wings is terrifically disgusted,Chicken wings,137
14,Enchiladas is greedily new,Enchiladas,137
29,Ga tan is dimly magical,Ga tan,137
17,Soba is previously one,Soba,137
5,Risotto is terrifically hesitant,Risotto,137
6,Pho is sympathetically dull,Pho,138
14,Szechwan chilli chicken is essentially wide,Szechwan chilli chicken,138
8,Murg makhani is forth wide,Murg makhani,138
19,Chicken wings is elsewhere flat,Chicken wings,138
